order_id,customer_id,order_date,product,category,price,quantity,total_amount,is_quantity_invalid
104,C021,2025-05-05,Necklace,Accessories,5004.926806261871,4,20019.707225047485,False
105,C094,2026-02-25,Notebook,Office,,1,,False
106,C069,2025-04-10,Computer,Electronics,3820.2641047354095,1,3820.2641047354095,False
107,C075,2025-11-30,Ring,Accessories,6366.692216171263,5,31833.461080856316,False
108,C006,2025-04-04,Mouse,Electronics,359.99443107830587,1,359.99443107830587,False
109,C065,2025-11-16,Ring,Accessories,7190.239460974418,0,0.0,True
110,C026,2025-07-01,Vacuum,Electronics,3156.2015164226186,2,6312.403032845237,False
111,C072,2025-11-13,Notebook,Office,9168.542243872129,2,18337.084487744258,False
112,C028,2025-08-05,KeyBoard,Electronics,3144.2787249863527,3,9432.836174959059,False
113,C044,2026-01-31,Necklace,Accessories,6167.604131369009,3,18502.81239410703,False
114,C033,2025-09-24,Ring,Accessories,3579.401932916805,2,-7158.80386583361,False
115,C032,2025-09-08,Mouse,Electronics,5306.678977505253,3,15920.036932515759,False
116,C016,2026-01-25,Notebook,Office,3868.189832810729,1,3868.189832810729,False
117,C004,2025-07-27,Mouse,Electronics,8380.808813893264,4,33523.235255573054,False
118,C036,2025-05-09,Necklace,Accessories,1348.7042185209345,2,2697.408437041869,False
119,C081,2025-06-19,Notebook,Office,9218.984317538976,5,46094.92158769488,False
120,C031,2025-04-17,KeyBoard,Electronics,5600.410894497919,3,16801.232683493756,False
121,C011,2025-11-21,Notebook,Office,1961.9795896223825,1,1961.9795896223825,False
122,C006,2025-05-04,Ring,Accessories,7320.4252912876855,3,21961.27587386306,False
123,C063,2025-06-26,Ring,Accessories,4796.430268633856,2,9592.860537267712,False
124,C018,2025-08-28,Computer,Electronics,6957.629067757034,3,20872.8872032711,False
125,C017,2025-10-15,Ring,Accessories,3849.7829663120224,5,19248.914831560112,False
126,C012,2025-04-25,KeyBoard,Electronics,1844.5473762744546,5,9222.736881372273,False
127,C008,2026-02-14,Vacuum,Electronics,5884.7862654501605,3,17654.358796350483,False
128,C066,2025-08-19,Vacuum,Electronics,7732.835164254684,4,30931.340657018736,False
129,C045,2025-11-10,Bed,Furniture,9597.618175871536,5,47988.09087935768,False
130,C075,2025-08-26,Necklace,Accessories,4479.554045706463,2,8959.108091412925,False
131,C020,2025-09-01,Computer,Electronics,7821.732150681344,3,23465.19645204403,False
132,C001,2025-06-05,KeyBoard,Electronics,5940.174167628071,2,11880.348335256142,False
133,C008,2025-11-22,Computer,Electronics,1561.9864916392671,4,6247.9459665570685,False
134,C028,2025-07-27,Mouse,Electronics,,0,,True
135,C054,2026-02-17,Vacuum,Electronics,3292.482129067819,2,6584.964258135638,False
136,C064,2025-03-26,Ring,Accessories,7683.564166169869,2,15367.128332339738,False
137,C090,2025-03-22,Computer,Electronics,8447.647428601706,0,0.0,True
138,C020,2026-02-19,Computer,Electronics,5685.224203279395,2,11370.44840655879,False
139,C023,2025-08-17,Computer,Electronics,8348.21339145737,2,16696.42678291474,False
140,C038,2025-11-30,Mouse,Electronics,,2,,False
141,C100,2025-10-10,KeyBoard,Electronics,5066.964362292026,1,5066.964362292026,False
142,C072,2025-10-13,Necklace,Accessories,6546.491436957056,1,6546.491436957056,False
143,C020,2025-06-29,Bed,Furniture,3637.5808463595117,3,10912.742539078536,False
144,C070,2026-01-04,Ring,Accessories,877.9896849974125,0,0.0,True
145,C099,2026-01-16,KeyBoard,Electronics,315.169030061392,5,1575.84515030696,False
146,C073,2025-05-30,KeyBoard,Electronics,,5,,False
147,C002,2026-01-20,Necklace,Accessories,5325.90843491581,3,15977.72530474743,False
148,C034,2025-05-08,Notebook,Office,1476.0416946568434,4,5904.166778627374,False
149,C073,2025-07-27,Ring,Accessories,8859.626478662702,1,8859.626478662702,False
150,C015,2025-08-26,Sofa,Furniture,2459.879267199393,3,7379.637801598179,False
151,C074,2025-09-05,Sofa,Furniture,9686.30881412346,2,19372.61762824692,False
152,C070,2025-09-11,KeyBoard,Electronics,8504.742625474946,0,0.0,True
153,C089,2026-01-04,Notebook,Office,1722.9635464742867,5,8614.817732371434,False
154,C006,2025-08-18,Sofa,Furniture,3173.918389171639,5,15869.591945858194,False
155,C034,2025-09-03,Bed,Furniture,3061.524530383672,3,9184.573591151016,False
156,C039,2025-10-06,Computer,Electronics,6752.8758205493,3,20258.627461647902,False
157,C056,2025-06-01,Necklace,Accessories,9934.819133939494,2,19869.63826787899,False
158,C077,2025-05-10,Sofa,Furniture,262.3535835387719,3,787.0607506163157,False
159,C030,2025-06-07,Vacuum,Electronics,26.741842396693972,5,133.70921198346986,False
160,C045,2025-04-01,Mouse,Electronics,451.00675025487914,5,2255.033751274396,False
161,C076,2025-08-02,KeyBoard,Electronics,3708.734406777065,3,11126.203220331196,False
162,C002,2025-06-12,Vacuum,Electronics,4751.746273695962,1,4751.746273695962,False
163,C089,2025-03-17,Vacuum,Electronics,3197.9608341685207,2,6395.921668337041,False
164,C065,2025-10-16,Necklace,Accessories,2335.10746855675,4,9340.429874227,False
165,C091,2025-10-18,Bed,Furniture,8053.798467013628,1,8053.798467013628,False
166,C025,2025-03-02,Mouse,Electronics,7394.338487167613,4,29577.35394867045,False
167,C096,2026-02-12,Necklace,Accessories,1634.6276357696033,2,3269.2552715392067,False
168,C028,2025-03-24,Notebook,Office,7757.755369769602,2,15515.510739539204,False
169,C045,2025-10-01,Necklace,Accessories,8531.135698464012,2,17062.271396928023,False
170,C086,2025-12-10,KeyBoard,Electronics,,5,,False
171,C041,2026-02-24,Ring,Accessories,4257.7587235081155,5,21288.793617540578,False
172,C030,2025-05-17,Ring,Accessories,5102.290794769977,3,15306.87238430993,False
173,C075,2025-05-19,KeyBoard,Electronics,9211.42208805987,4,36845.68835223948,False
174,C006,2025-02-27,Necklace,Accessories,6362.616441637351,0,0.0,True
175,C081,2026-02-03,KeyBoard,Electronics,846.764114394691,4,3387.056457578764,False
176,C039,2025-10-18,Mouse,Electronics,2815.0675279490056,3,8445.202583847016,False
177,C043,2025-09-05,KeyBoard,Electronics,5184.829177611924,4,20739.316710447696,False
178,C089,2025-11-01,Ring,Accessories,,1,,False
179,C008,2025-05-10,Mouse,Electronics,5711.929053128189,3,17135.787159384567,False
180,C053,2025-09-28,KeyBoard,Electronics,5472.257087039689,2,10944.514174079379,False
181,C067,2025-07-20,Bed,Furniture,4522.992986413848,0,0.0,True
182,C068,2025-07-02,Sofa,Furniture,9204.377861349176,1,9204.377861349176,False
183,C071,2025-07-23,Mouse,Electronics,6415.990138748627,3,19247.97041624588,False
184,C087,2025-12-13,Bed,Furniture,5213.66033596576,2,10427.32067193152,False
185,C058,2025-07-03,Necklace,Accessories,6156.785036783009,1,6156.785036783009,False
186,C060,2026-01-04,Vacuum,Electronics,,2,,False
187,C030,2025-05-30,Mouse,Electronics,5573.663441311233,1,5573.663441311233,False
188,C011,2025-04-18,Ring,Accessories,2331.2813796084765,5,11656.406898042384,False
189,C082,2025-12-24,KeyBoard,Electronics,1749.5486189306268,2,3499.0972378612537,False
190,C075,2026-02-24,Bed,Furniture,9819.385525915866,0,0.0,True
191,C057,2025-11-15,Sofa,Furniture,181.62229135245286,1,181.62229135245286,False
192,C080,2026-02-10,Sofa,Furniture,6710.733417469086,2,13421.466834938172,False
193,C065,2025-11-23,Computer,Electronics,2222.788888227361,5,11113.944441136806,False
194,C005,2025-03-01,Notebook,Office,8719.47530770594,3,26158.42592311782,False
195,C010,2025-12-27,Computer,Electronics,4823.553490137324,1,4823.553490137324,False
196,C064,2025-04-23,Mouse,Electronics,2543.058787947317,3,-7629.176363841951,False
197,C079,2025-08-24,Computer,Electronics,8909.004244163521,0,0.0,True
198,C048,2025-11-30,Mouse,Electronics,,4,,False
199,C010,2025-03-07,Ring,Accessories,1267.5613256829686,2,2535.122651365937,False
200,C033,2025-09-23,Necklace,Accessories,6918.288139133642,4,27673.15255653457,False
201,C027,2025-05-21,Notebook,Office,2722.8437105978587,2,5445.687421195717,False
202,C099,2025-03-28,Mouse,Electronics,4151.734980885942,1,-4151.734980885942,False
203,C100,2025-07-18,Notebook,Office,205.2498332828577,3,615.7494998485731,False
204,C090,2025-08-08,Vacuum,Electronics,7435.841045896401,5,37179.205229482,False
205,C069,2025-06-03,Sofa,Furniture,9994.839132168227,3,29984.517396504678,False
206,C019,2025-07-02,Computer,Electronics,9370.997924021176,3,28112.993772063528,False
207,C032,2025-12-28,Sofa,Furniture,4802.877824418835,2,9605.75564883767,False
208,C002,2025-12-12,Necklace,Accessories,3465.14053210369,1,3465.14053210369,False
209,C047,2025-04-11,Computer,Electronics,5568.518776511591,5,27842.593882557954,False
210,C017,2025-09-28,Computer,Electronics,4139.6791017373025,4,16558.71640694921,False
211,C040,2025-06-06,Ring,Accessories,4398.895554362836,3,13196.686663088509,False
212,C034,2025-08-02,Mouse,Electronics,5447.854886103545,5,27239.274430517726,False
213,C059,2025-09-11,Bed,Furniture,2639.8584944131717,3,7919.575483239515,False
214,C065,2025-11-25,Notebook,Office,4487.617598765832,4,17950.470395063327,False
215,C092,2025-10-19,Sofa,Furniture,,0,,True
216,C072,2025-08-16,KeyBoard,Electronics,748.5735445027315,4,2994.294178010926,False
217,C073,2025-09-15,Vacuum,Electronics,26.923748236398975,3,80.77124470919692,False
218,C055,2025-10-22,Mouse,Electronics,9496.616941129314,5,47483.08470564657,False
219,C006,2025-11-26,Notebook,Office,8100.657417913611,3,24301.972253740834,False
220,C094,2025-11-13,KeyBoard,Electronics,7898.734129095168,0,0.0,True
221,C009,2025-05-04,Ring,Accessories,9602.823511193936,0,0.0,True
222,C047,2025-11-27,Computer,Electronics,7906.4815651331355,4,31625.926260532542,False
223,C037,2025-03-05,Sofa,Furniture,9616.497750085435,3,28849.493250256302,False
224,C093,2025-09-16,Ring,Accessories,5308.311182864358,5,26541.55591432179,False
225,C038,2025-09-09,Ring,Accessories,7594.737050799712,1,7594.737050799712,False
226,C040,2025-04-05,KeyBoard,Electronics,4210.123709894649,1,-4210.123709894649,False
227,C028,2025-03-27,Computer,Electronics,8691.506561829767,5,43457.53280914883,False
228,C032,2025-12-05,KeyBoard,Electronics,2915.731709551683,4,11662.926838206731,False
229,C075,2025-07-09,Sofa,Furniture,5541.563340233371,2,11083.126680466741,False
230,C076,2025-11-05,Computer,Electronics,974.6331076458997,0,0.0,True
231,C059,2025-03-01,Ring,Accessories,1683.0712393565216,2,3366.142478713043,False
232,C025,2026-01-12,Notebook,Office,8143.941147903754,3,24431.823443711262,False
233,C071,2025-12-22,Necklace,Accessories,995.1807775318192,0,0.0,True
234,C003,2025-11-16,Computer,Electronics,,0,,True
235,C014,2025-06-23,Vacuum,Electronics,4418.233362332942,1,4418.233362332942,False
236,C007,2025-10-16,Computer,Electronics,7780.229014008761,4,31120.916056035043,False
237,C096,2025-06-24,Sofa,Furniture,8984.447017676523,5,44922.235088382615,False
238,C055,2025-12-12,Sofa,Furniture,1810.5756375804506,2,3621.151275160901,False
239,C086,2025-10-11,KeyBoard,Electronics,6160.879791756806,3,18482.639375270417,False
240,C004,2025-11-26,Computer,Electronics,3133.4014246647034,5,15667.007123323518,False
241,C048,2026-02-08,Necklace,Accessories,9876.409890468127,4,39505.63956187251,False
242,C019,2025-05-25,Notebook,Office,6982.304030310553,4,27929.21612124221,False
243,C021,2025-11-08,Necklace,Accessories,1871.72132579939,5,9358.60662899695,False
244,C068,2025-06-28,Bed,Furniture,7059.490546888293,2,14118.981093776585,False
245,C088,2025-12-14,KeyBoard,Electronics,2114.9537407507173,1,2114.9537407507173,False
246,C031,2025-08-08,Ring,Accessories,3538.019561820008,0,0.0,True
247,C049,2026-02-09,KeyBoard,Electronics,5725.454635475832,4,22901.81854190333,False
248,C093,2025-08-05,Vacuum,Electronics,5172.263102108571,5,25861.315510542852,False
249,C026,2026-01-23,KeyBoard,Electronics,9855.518150210028,4,39422.07260084011,False
250,C100,2025-03-08,Computer,Electronics,3910.62550758422,2,7821.25101516844,False
251,C038,2025-09-01,Sofa,Furniture,1678.399113119659,3,5035.197339358977,False
252,C027,2025-04-20,Ring,Accessories,4797.957455672101,5,23989.787278360505,False
253,C027,2025-11-19,Computer,Electronics,8343.779504697613,4,33375.118018790454,False
254,C078,2025-05-31,Ring,Accessories,,5,,False
255,C040,2025-07-17,Vacuum,Electronics,1206.8403305157174,5,6034.201652578587,False
256,C018,2025-06-07,Notebook,Office,6469.780699040345,1,6469.780699040345,False
257,C052,2026-01-21,Necklace,Accessories,503.714930666489,3,1511.144791999467,False
258,C085,2025-05-14,KeyBoard,Electronics,4024.699861141817,4,16098.799444567268,False
259,C023,2025-11-06,KeyBoard,Electronics,3782.9247682049345,5,18914.623841024673,False
260,C071,2026-01-05,KeyBoard,Electronics,,4,,False
261,C089,2025-08-12,KeyBoard,Electronics,3103.7877962267426,2,6207.575592453485,False
262,C031,2025-10-01,Bed,Furniture,5137.684252244434,5,25688.42126122217,False
263,C046,2025-12-28,Computer,Electronics,643.4696468032889,5,3217.3482340164446,False
264,C093,2025-05-21,Necklace,Accessories,614.9112168429612,0,0.0,True
265,C065,2025-05-11,KeyBoard,Electronics,885.9141718787112,1,885.9141718787112,False
266,C073,2025-10-28,Vacuum,Electronics,5511.003591232841,3,-16533.010773698523,False
267,C041,2025-10-15,Notebook,Office,2254.512762110165,0,0.0,True
268,C069,2025-11-16,Necklace,Accessories,6074.050705360989,3,18222.152116082965,False
269,C078,2025-09-09,Sofa,Furniture,6071.001865711716,0,0.0,True
270,C045,2025-12-21,Mouse,Electronics,7580.180723901669,1,7580.180723901669,False
271,C090,2025-08-17,Bed,Furniture,,5,,False
272,C010,2026-01-29,Mouse,Electronics,3748.343414415706,2,7496.686828831412,False
273,C008,2025-09-18,KeyBoard,Electronics,474.68902124942184,3,1424.0670637482656,False
274,C075,2025-05-18,KeyBoard,Electronics,1554.803593658652,3,4664.410780975956,False
275,C033,2025-12-01,Bed,Furniture,,2,,False
276,C097,2025-10-14,Notebook,Office,6383.131104302772,3,19149.393312908316,False
277,C095,2026-02-16,Vacuum,Electronics,9716.562817319675,0,0.0,True
278,C048,2026-01-23,Ring,Accessories,312.0095992563601,4,1248.0383970254404,False
279,C043,2026-02-21,Necklace,Accessories,5398.567667720968,4,-21594.27067088387,False
280,C074,2025-10-10,Sofa,Furniture,5423.057063157476,1,5423.057063157476,False
281,C077,2025-07-23,Vacuum,Electronics,4328.283854537158,1,4328.283854537158,False
282,C100,2025-09-13,Vacuum,Electronics,631.0229467225519,3,1893.0688401676557,False
283,C009,2025-09-24,Ring,Accessories,2337.362884266025,1,2337.362884266025,False
284,C094,2025-05-12,Necklace,Accessories,5124.140173710877,0,0.0,True
285,C087,2025-10-30,Bed,Furniture,2179.10250942819,5,10895.51254714095,False
286,C008,2025-11-28,Sofa,Furniture,7397.277883724749,1,7397.277883724749,False
287,C013,2026-01-07,Sofa,Furniture,7544.369619544659,4,30177.478478178637,False
288,C074,2025-11-18,Sofa,Furniture,6579.160217745153,0,0.0,True
289,C095,2025-08-29,Bed,Furniture,6823.70980318735,5,34118.54901593675,False
290,C042,2025-11-29,Necklace,Accessories,9286.393036884188,5,46431.965184420944,False
291,C010,2025-09-21,Ring,Accessories,9274.98837180218,4,37099.95348720872,False
292,C056,2025-04-05,Computer,Electronics,5852.269171640199,3,-17556.807514920598,False
293,C079,2025-08-20,KeyBoard,Electronics,3927.502106624098,3,11782.506319872293,False
294,C052,2025-11-27,Computer,Electronics,1845.9711362669539,1,1845.9711362669539,False
295,C055,2025-03-18,Bed,Furniture,,4,,False
296,C046,2026-01-09,KeyBoard,Electronics,8414.27516157537,5,-42071.375807876844,False
297,C005,2025-10-18,Necklace,Accessories,5605.2494341721485,3,16815.748302516447,False
298,C052,2025-03-11,Notebook,Office,5070.885401610925,5,-25354.427008054627,False
299,C020,2025-10-25,Ring,Accessories,4656.5727147363705,1,4656.5727147363705,False
300,C032,2025-03-03,Vacuum,Electronics,,2,,False
301,C039,2025-10-16,Necklace,Accessories,6397.617554413281,3,19192.852663239843,False
302,C028,2025-11-22,Bed,Furniture,4938.017596800621,2,9876.035193601241,False
303,C048,2025-06-09,Vacuum,Electronics,4158.493032632544,5,20792.46516316272,False
304,C021,2025-07-04,Sofa,Furniture,,3,,False
305,C002,2025-07-20,Notebook,Office,7790.802548351712,3,23372.407645055137,False
306,C094,2026-01-21,KeyBoard,Electronics,9354.518990726747,4,37418.07596290699,False
307,C079,2025-12-04,Ring,Accessories,958.6769704763707,1,958.6769704763707,False
308,C094,2025-09-07,Bed,Furniture,7130.429559707633,3,21391.2886791229,False
309,C058,2025-06-09,Bed,Furniture,2477.58441922297,4,9910.33767689188,False
310,C062,2025-04-19,Sofa,Furniture,3724.185066337247,3,11172.555199011742,False
311,C005,2026-02-22,Notebook,Office,7960.591265951201,4,31842.365063804806,False
312,C025,2025-07-10,Sofa,Furniture,5760.941253963631,2,11521.882507927263,False
313,C028,2026-02-09,Vacuum,Electronics,5781.286470099643,3,17343.85941029893,False
314,C022,2025-03-18,Vacuum,Electronics,3180.0517763067483,1,3180.0517763067483,False
315,C040,2025-09-23,Ring,Accessories,7483.757970354619,3,22451.273911063858,False
316,C082,2025-10-01,Necklace,Accessories,4167.286094616839,1,4167.286094616839,False
317,C039,2025-10-26,Vacuum,Electronics,9769.898994054196,3,29309.69698216259,False
318,C075,2025-06-26,Bed,Furniture,6818.016312563777,1,6818.016312563777,False
319,C096,2025-09-09,Necklace,Accessories,160.85828343512384,4,643.4331337404954,False
320,C100,2025-03-04,Notebook,Office,7456.360677356801,4,29825.442709427203,False
321,C088,2025-03-02,KeyBoard,Electronics,105.98649942966784,3,317.95949828900353,False
322,C033,2025-03-28,Computer,Electronics,3614.921639165937,3,-10844.76491749781,False
323,C020,2025-07-19,Sofa,Furniture,1274.321729085391,4,5097.286916341564,False
324,C014,2025-07-17,KeyBoard,Electronics,6774.509478817488,3,20323.528436452463,False
325,C004,2025-12-04,Computer,Electronics,2593.0011364587367,0,0.0,True
326,C043,2025-09-18,Ring,Accessories,760.0065328649866,3,2280.01959859496,False
327,C051,2025-06-10,Notebook,Office,5246.160959628678,4,20984.643838514712,False
328,C012,2025-10-13,Notebook,Office,,0,,True
329,C039,2025-03-29,Sofa,Furniture,2124.672530384368,3,6374.017591153104,False
330,C063,2026-01-08,Sofa,Furniture,5862.846233087065,5,29314.231165435325,False
331,C033,2025-07-23,Computer,Electronics,3992.7471349556245,1,3992.7471349556245,False
332,C004,2026-01-21,Mouse,Electronics,107.85344329150588,4,431.41377316602353,False
333,C066,2025-03-19,Vacuum,Electronics,2308.7873010625776,1,2308.7873010625776,False
334,C084,2025-07-29,Mouse,Electronics,9843.929953296794,0,0.0,True
335,C091,2026-01-30,Necklace,Accessories,9607.798518438243,0,0.0,True
336,C069,2026-01-16,Sofa,Furniture,4051.755505379599,2,8103.511010759198,False
337,C041,2025-04-19,Sofa,Furniture,6814.457035579754,2,13628.914071159508,False
338,C062,2025-09-17,Mouse,Electronics,8586.742781317042,2,17173.485562634083,False
339,C077,2025-04-23,Necklace,Accessories,6589.61050703128,2,13179.22101406256,False
340,C008,2025-09-10,Sofa,Furniture,8604.841466469772,3,25814.524399409318,False
341,C029,2025-05-18,Necklace,Accessories,4727.851953176608,0,0.0,True
342,C015,2026-01-14,Computer,Electronics,7297.098296820071,2,14594.196593640141,False
